device_type,browser,traffic_source,scroll_depth,time_on_page,signed_up
tablet,safari,organic,50.23019051644463,161.06242140628103,0
tablet,safari,paid,19.554839835610217,164.57791504905626,1
desktop,chrome,paid,73.00109887745778,256.02695816376934,0
mobile,chrome,paid,80.14530278240474,243.20820341055403,0
desktop,firefox,email,64.87931155871675,211.1632869721064,0
desktop,firefox,organic,32.38960277710513,183.31696676431042,0
desktop,firefox,paid,92.67924944093012,187.07845526067524,0
desktop,firefox,social,45.535838799512426,112.05884666389862,0
desktop,chrome,organic,26.587848538509785,253.07073548349888,0
desktop,chrome,organic,40.82346208219565,187.24501300074195,0
desktop,chrome,email,69.20750919082099,70.94077836125165,0
mobile,safari,organic,84.59317856592492,75.75376716031381,1
tablet,safari,paid,35.65754992828726,259.17288906310273,0
desktop,firefox,paid,23.26244460093747,189.5837259627937,1
desktop,safari,social,62.64931318352048,122.61771788623987,0
desktop,edge,organic,92.12151001062855,60.19472397440983,0
desktop,chrome,organic,18.32933635594216,185.0137121073345,0
desktop,firefox,email,80.30193822993665,59.371562105753995,0
desktop,firefox,paid,47.660718148748416,143.69927420939882,0
tablet,edge,social,79.95125039620918,204.8656076011647,0
tablet,safari,paid,50.55411497732909,171.79755312473063,0
desktop,firefox,organic,37.73277743022193,277.01947053724916,0
tablet,safari,organic,69.67410002096508,16.71775454627185,0
mobile,safari,social,90.06272945948973,87.53948837616383,0
desktop,edge,organic,32.02517303701811,21.840399865204418,0
mobile,firefox,social,46.074813499437184,62.408247856342356,1
mobile,safari,social,22.94006266965225,41.57508407443155,0
desktop,safari,paid,18.340946361735078,221.13517997096827,0
tablet,edge,social,77.78901423921751,113.96590268184741,0
mobile,edge,organic,20.066411668844243,277.8880600048911,0
desktop,safari,email,79.33181713344499,11.896427899160805,0
mobile,edge,email,42.92170518402645,197.6126345585325,0
mobile,safari,organic,99.50487234077158,291.31071607831905,0
mobile,firefox,email,19.734141819128926,56.8724223439555,0
mobile,chrome,email,9.297799251282601,135.51750793424665,0
tablet,edge,social,7.543306960349561,212.05751789523086,0
mobile,chrome,email,83.54180047242006,191.7757098003345,1
mobile,safari,email,43.77763110583434,171.9780035168729,1
mobile,safari,email,0.3124349647371627,101.39305748104952,0
tablet,safari,paid,87.4771362503336,219.81898629220586,0
mobile,chrome,organic,87.69210069103045,197.7103067351592,0
mobile,safari,social,80.64166740187909,53.026084205906685,0
tablet,edge,email,24.83184830248425,289.4067657351804,1
tablet,firefox,organic,37.27527200671731,168.92350813733523,0
tablet,firefox,email,74.49262251954836,160.01117230559095,0
mobile,edge,paid,48.935312540758524,255.22981988830352,0
tablet,firefox,paid,15.382657672355249,193.9219856355481,0
tablet,chrome,email,24.27982645276724,26.9713895488807,0
mobile,safari,email,97.25895367515574,154.44386526812667,0
tablet,safari,email,15.101311742710621,235.27596540373395,0
mobile,safari,paid,72.60807566781885,211.49413545218292,0
desktop,chrome,paid,47.801830665953894,291.3767736221103,0
tablet,chrome,organic,74.86016595521598,12.350302507349651,0
desktop,chrome,social,66.11132411443931,82.05959220891854,0
mobile,edge,social,43.916719055432594,167.0011546033155,0
tablet,chrome,paid,35.39108246830671,187.749490711121,1
mobile,firefox,social,75.43592543561255,85.93501584278452,0
desktop,edge,email,32.314120625982646,248.90649158087993,0
mobile,edge,organic,78.77714800885684,53.4825989102238,1
tablet,edge,paid,67.9843066332452,5.25048733840685,0
tablet,chrome,paid,57.766917023316886,285.95546252095824,0
desktop,edge,social,36.88008849022973,120.50925435687942,1
mobile,chrome,email,20.50813577663749,287.4594912820476,0
tablet,chrome,organic,71.04198012406638,86.98982210184109,0
desktop,edge,social,9.134922717058092,23.71734736371164,0
tablet,safari,paid,97.05422561557597,232.89328334314183,0
tablet,safari,paid,97.87479146154875,251.56676188858097,0
mobile,edge,social,13.022261595813866,150.1656351600526,0
tablet,safari,email,10.393532297230223,26.785850352470064,0
mobile,firefox,organic,41.27167270830301,197.96955211713464,0
tablet,firefox,organic,96.36832722605021,58.7324724701714,0
desktop,chrome,organic,40.031089923111296,255.56755670610383,0
tablet,safari,organic,36.380210843233485,85.8368202649464,0
mobile,firefox,email,70.35850589987712,255.07338514260866,1
mobile,edge,paid,17.873123659522705,130.9427398585882,0
desktop,safari,paid,36.332348357375146,180.96391257820443,0
tablet,firefox,organic,29.130744627448777,237.92094246218508,1
tablet,firefox,organic,60.15346226306262,16.929576679964743,0
desktop,edge,organic,16.275288621416383,247.24397182598653,0
tablet,chrome,social,54.87012556062363,45.90117232082179,0
tablet,edge,social,85.75465899368449,110.733414784881,0
mobile,chrome,paid,51.41705467076019,144.4704038827636,0
tablet,firefox,paid,68.34966170980852,269.1508421822454,1
tablet,chrome,organic,7.524801767793288,11.619985229199372,1
desktop,firefox,social,44.9005579247043,169.96476944755167,0
desktop,firefox,email,9.489316743585196,194.5441375184064,0
mobile,safari,social,59.94616757866569,98.39178118422667,0
tablet,chrome,paid,28.105437117381847,90.69359753629062,0
tablet,chrome,social,28.726583099174796,149.68840176058794,1
tablet,chrome,paid,7.676673714498072,60.19462327007841,0
mobile,edge,organic,31.02378614407344,143.09508423346296,0
mobile,safari,email,50.66771771070974,230.68247042959348,0
desktop,safari,organic,58.46601031717614,254.39167372735187,0
mobile,safari,organic,6.666555127582329,118.62260854517571,0
tablet,edge,email,65.14591857160703,187.10400537738724,0
tablet,chrome,email,48.88757607534946,5.006052798464017,0
mobile,chrome,email,53.69080079142348,167.3539826830784,0
tablet,chrome,paid,83.27966737677947,292.6947100907845,0
tablet,safari,organic,34.222644530486654,97.11818301255737,0
mobile,safari,paid,17.40511113650347,180.45895664172758,0
mobile,firefox,email,55.18101757069541,229.87367900545584,0
tablet,edge,paid,94.50219175352387,184.63524119194457,0
tablet,edge,email,51.786961918113114,128.45749128771763,0
tablet,safari,social,83.19121741195065,50.00979412631177,0
desktop,firefox,email,75.70320544610331,141.7919122501781,0
desktop,chrome,organic,51.83307870098315,91.96134170768453,0
desktop,safari,organic,64.75547776534225,210.29648518458276,0
mobile,edge,organic,40.66801840966585,135.3642664757706,0
desktop,edge,paid,53.06286890971938,255.71453055915984,0
mobile,edge,organic,50.72857552906347,62.03011888348704,0
mobile,chrome,email,70.9110362957773,128.2274360058042,0
desktop,edge,social,40.998131935628265,169.46396803646843,0
desktop,chrome,organic,9.976712262214004,42.17432942834708,0
desktop,chrome,paid,78.87095228136228,178.43347296117423,0
tablet,chrome,social,68.48530033282076,90.82181457163493,0
desktop,safari,organic,95.01234554573654,72.71346814385457,0
tablet,chrome,organic,42.87161758478628,46.863668220156704,1
mobile,firefox,social,7.820565691109471,108.21516806188579,0
tablet,edge,organic,12.161898636324297,279.049812482291,0
desktop,safari,paid,77.3319543203078,14.146728502662253,0
mobile,edge,email,6.7757282778601935,256.3860814508421,0
mobile,chrome,email,90.78261449292853,122.22146484661654,0
mobile,safari,social,28.165011129518536,170.67248342428346,0
tablet,firefox,email,89.88790405793247,156.2796275929846,0
desktop,chrome,organic,77.3506848800946,278.09337717413393,0
mobile,edge,organic,87.120103629169,232.1881344156855,0
mobile,firefox,paid,21.403969176996572,295.522942921745,0
mobile,chrome,email,59.569349581356825,239.35683572840074,0
tablet,firefox,social,9.358913207242258,92.28710579097275,0
tablet,chrome,organic,20.228076753937597,289.05068541099763,0
desktop,safari,social,30.990222733726846,295.1519082883374,0
tablet,chrome,organic,74.08125915100231,41.31264256692634,0
mobile,safari,organic,2.471437938848331,270.80803421597824,0
desktop,chrome,paid,90.31172828721364,200.93964395348283,0
mobile,chrome,email,7.080351371292171,276.9881621597686,0
mobile,edge,paid,37.64901953446271,275.1430109646011,0
tablet,firefox,email,8.108962832858413,267.95504420022894,0
desktop,firefox,social,76.89678431033738,266.15630013630175,1
tablet,firefox,email,14.13149734027568,39.70564050299948,1
tablet,chrome,social,88.47569102624576,47.337133942087284,0
desktop,chrome,organic,53.02219865915261,39.744928716205166,0
mobile,chrome,social,94.8472819455396,31.853581196084154,0
mobile,safari,social,29.03609128081953,109.21915909682657,1
desktop,safari,organic,45.4316151878391,206.76773222576946,0
mobile,edge,social,69.4246962329578,109.63432085641256,0
desktop,chrome,social,83.19133125709605,217.48859831615297,0
desktop,firefox,organic,42.135708774560676,246.9835218809598,0
tablet,firefox,organic,89.24325383271642,201.533348343193,0
desktop,edge,organic,11.798720832439525,142.20589425347578,1
tablet,firefox,email,70.86847188100954,92.17764467933227,0
mobile,edge,organic,34.81989822136604,41.698991924293104,0
mobile,chrome,organic,10.133548413259696,150.6272892338582,0
mobile,firefox,social,38.666455680200386,217.28169124411974,0
mobile,chrome,paid,88.0215624485568,166.73174739369426,0
tablet,safari,paid,98.053387128864,217.83716619068653,0
mobile,firefox,email,39.27998571004826,103.88980334133271,0
desktop,safari,email,88.6416387806375,24.704838601327666,0
desktop,firefox,paid,50.965441624187825,232.4738881796101,0
desktop,chrome,paid,71.70150376639415,69.81861298971901,0
tablet,edge,organic,4.5371422273823185,186.80409276962706,0
mobile,chrome,social,55.73119719840234,242.2663596436463,0
mobile,chrome,organic,7.016193621099043,46.03745054417963,0
mobile,chrome,email,26.861795709379933,181.55593945391635,0
tablet,firefox,paid,56.681432586867864,208.36543674282768,0
desktop,edge,email,80.71637664216806,225.22660571158272,0
desktop,safari,organic,56.08936438039106,48.561650286738846,0
mobile,chrome,email,93.61915411152101,248.40926778391457,0
desktop,firefox,email,81.03325075758356,32.77382701438864,0
desktop,safari,social,15.624014610510262,158.27712310625816,0
tablet,chrome,email,38.89584856279373,135.8067453783746,1
tablet,safari,organic,66.84854273067788,70.42099189948821,0
tablet,chrome,social,93.84060316092902,94.06956872693556,0
tablet,safari,email,98.77158687446709,53.50855607022604,0
mobile,safari,organic,76.31864379628071,130.58922747226976,0
tablet,edge,paid,57.37693055793639,15.475723633315253,0
desktop,edge,social,75.66096897379919,267.2300062123659,0
mobile,chrome,email,27.323641946394773,53.22876383579561,0
desktop,firefox,email,28.360302725963273,266.3752381545048,0
desktop,edge,social,65.43493461623233,259.75533303953097,0
desktop,safari,organic,87.18355763999104,138.2447761115176,0
tablet,edge,email,96.98094891763537,151.82908510345223,0
tablet,edge,organic,34.133460083121825,94.06449445767201,0
mobile,chrome,social,79.65536231013203,299.0780069927814,0
mobile,edge,email,85.15308052874937,202.8777962241159,0
tablet,edge,paid,62.31732430313927,285.7834443509879,0
desktop,safari,paid,34.75918822297629,127.36506909451253,0
mobile,edge,paid,61.90885652738011,265.489890932672,0
tablet,safari,social,58.44489043115127,137.22921679903476,0
tablet,edge,email,60.65255057964909,260.7145172698872,0
tablet,edge,social,61.92602137877215,43.6233350509836,0
desktop,firefox,email,84.7058190871695,192.87205589671018,0
tablet,edge,paid,17.008151326733035,205.21753687754827,0
tablet,safari,paid,36.72939476151681,198.57035569949608,0
tablet,safari,organic,58.60017273507114,136.87314732160638,0
tablet,chrome,social,28.332773861162643,206.7552524590848,0
mobile,chrome,social,97.81531220840392,75.64161474089495,0
mobile,firefox,organic,26.31502596023292,180.7753353766404,0
tablet,safari,paid,46.962888064236516,168.49930271255212,0
desktop,safari,paid,87.73650457130682,98.91015902847595,0
mobile,safari,social,8.006366266022624,234.76482364946267,0
tablet,firefox,email,82.06880020942519,28.857259310310887,0
mobile,safari,paid,57.100836897467,55.57470008116065,0
mobile,chrome,organic,3.180204081967042,143.98926168773414,0
desktop,firefox,organic,90.29128919667691,268.0623258879032,0
tablet,chrome,organic,3.919683545574304,174.67206858574446,0
tablet,chrome,social,51.521779627129284,253.40972102706195,0
desktop,firefox,social,4.903124636568112,157.68306714854003,0
desktop,edge,social,7.120009847449815,236.70951074022904,0
tablet,edge,social,88.72043142578919,101.11023144995943,0
tablet,chrome,organic,76.58255469624436,245.4669835703532,0
desktop,edge,organic,19.694117324489145,123.49739081690178,0
mobile,safari,social,62.04679732142539,169.85519261649753,0
mobile,firefox,social,79.46795684312156,56.885040001397485,0
desktop,chrome,organic,88.95906413668648,276.5277421111392,0
mobile,safari,social,46.830692683914634,211.93044023399614,0
desktop,edge,social,89.74998774012042,258.3621716490668,0
mobile,safari,social,50.78500727175616,66.31955761085257,0
mobile,edge,social,68.8228042177691,24.96688480442475,0
tablet,chrome,paid,97.90293594251392,104.47673267674935,0
tablet,safari,social,23.595178919452675,157.42219033170488,0
mobile,firefox,organic,16.852127608247812,241.6991154729154,0
mobile,chrome,organic,34.20188249778702,122.32929257429606,0
tablet,safari,organic,16.43990227203094,84.63770584581216,1
tablet,safari,organic,28.416280570487416,114.90080816253723,1
tablet,edge,social,74.2985323370604,212.56418608604093,0
desktop,chrome,paid,47.75240359212872,104.18433860055002,0
mobile,chrome,email,37.504129449490186,293.85385977476676,0
tablet,chrome,email,36.87240052757931,56.618831172618194,0
mobile,chrome,email,19.45299749000532,227.1633567670308,0
desktop,edge,email,44.741145428699525,178.80326565281484,0
desktop,firefox,organic,62.46355586881762,73.76320204617981,1
tablet,chrome,social,13.915483451822375,227.31602295650018,0
desktop,edge,social,97.28128614702146,137.02436211456612,0
mobile,firefox,email,44.32811764267336,206.30749128519096,0
tablet,firefox,email,94.79609167513946,200.36588732356944,0
mobile,edge,paid,13.465892662418522,37.63981280817954,0
mobile,chrome,paid,76.72159531726803,252.79499233421544,0
desktop,firefox,paid,61.76380505435449,206.0350973816041,0
desktop,chrome,organic,82.00641195433708,235.27308022781608,0
desktop,chrome,social,60.06779229552052,137.09092131440028,0
desktop,safari,organic,96.28366332428061,62.54320790232499,0
desktop,chrome,organic,62.69318309298576,101.23298950546278,1
tablet,safari,social,78.46041253444682,270.93342237630554,0
mobile,firefox,paid,87.75817725333674,281.71548754617135,0
mobile,edge,social,71.458347121046,147.15058756554987,0
mobile,safari,email,52.42366565631603,93.14469466907127,0
mobile,edge,paid,27.281707876342033,220.44178161200682,0
desktop,firefox,social,85.44926133956693,230.96793802855112,0
mobile,chrome,organic,48.05782526886784,245.56255773503977,0
tablet,firefox,social,62.070822633505905,14.169724163136319,0
tablet,edge,paid,7.922653788091982,7.871492357006779,0
mobile,firefox,email,49.73513231268498,110.3609103431465,0
mobile,chrome,organic,69.81576440198451,49.986502244070394,0
tablet,firefox,email,58.407190993377,242.46964826166376,0
tablet,chrome,email,44.8554856045705,162.18893680569948,0
desktop,safari,organic,22.34273167496692,248.47769727673034,0
tablet,edge,social,30.967020009015954,57.18935763951987,0
desktop,chrome,social,70.0624358162301,190.03069911423918,0
desktop,chrome,email,22.41906988393989,176.1507667964056,0
desktop,firefox,social,62.172661530888185,105.4115987475842,0
desktop,safari,paid,58.97376125562032,157.53898366453964,0
desktop,chrome,email,97.04174793868637,178.76312345179198,0
mobile,safari,email,6.0781842484669895,267.39890233806733,0
tablet,safari,email,10.812260729606148,21.413323503074277,0
desktop,firefox,paid,50.608346564575704,247.89529071330435,0
tablet,chrome,email,52.710982535363456,294.14613483787946,0
tablet,firefox,social,3.992765880517124,220.8736421420466,0
desktop,edge,social,82.5855420859452,222.51735976693314,0
mobile,edge,social,49.47234981028957,69.30241774482835,0
desktop,chrome,social,34.66437466405288,159.30661787999546,0
mobile,safari,email,31.885377061487585,213.25239445406328,0
tablet,chrome,paid,86.14071815541813,182.67289628411146,0
mobile,chrome,organic,19.673286642818034,118.61382409945035,0
mobile,edge,social,16.041770543260924,282.3349309664477,0
mobile,edge,organic,21.317852922328317,156.62608870942267,0
tablet,safari,organic,62.50225476519636,291.11338030348094,0
tablet,safari,email,81.09308556284091,171.3433260432148,0
mobile,chrome,social,33.097869378817954,239.04811677146364,0
mobile,firefox,social,17.346199811481288,223.89681543037696,0
desktop,chrome,social,20.919416762862053,199.94301368191333,0
mobile,safari,organic,61.9183778517851,9.265949497374216,0
desktop,firefox,social,24.60352262142299,27.841599397589967,0
mobile,edge,social,87.72802313513668,176.5378650203693,0
desktop,safari,paid,10.389135441431396,273.9755194119086,0
tablet,safari,email,3.23685340055202,182.3367917245392,1
mobile,firefox,social,8.837824596090393,74.61881877216052,0
mobile,safari,social,84.56431203863204,99.46442847658638,0
mobile,safari,email,65.1229519665661,188.8321628536802,0
mobile,safari,email,95.77446331172503,181.1310673564301,0
desktop,safari,organic,33.62965412697576,286.9323585134559,0
mobile,safari,organic,21.267812800969942,161.07994638222695,0
tablet,safari,organic,56.19752393137492,109.72939018210565,0
tablet,safari,email,53.78282791267486,159.87286323871837,0
mobile,safari,paid,59.102398819532176,236.93902506488652,0
tablet,edge,social,34.75338626603488,164.4073227062436,0
mobile,safari,email,0.5896940036786757,101.18550233487558,1
mobile,edge,paid,3.503165294061683,104.89321007599814,0
tablet,edge,email,66.38264614225129,228.2594866764934,0
mobile,chrome,paid,52.32580481554814,24.602241674078147,0
tablet,chrome,email,82.10112596512735,86.05280647148115,1
desktop,edge,email,30.04098587867969,50.14608917051977,0
mobile,edge,paid,81.54722372311751,283.6793117931833,0
desktop,safari,paid,42.549141345154325,31.57780763461265,0
tablet,chrome,paid,9.669838554633724,228.66416483089571,0
desktop,firefox,paid,97.79115625906942,190.97554299340524,0
desktop,chrome,paid,51.193592914551985,191.6772981979365,0
tablet,edge,paid,62.94785139623463,230.2127430086261,0
desktop,edge,paid,67.07971864895678,123.14395176176909,0
desktop,safari,paid,36.241225222688065,123.21929267419584,0
tablet,safari,email,74.75283198621374,90.16820576004943,0
desktop,chrome,paid,87.02664653510172,181.3362608812699,1
tablet,safari,paid,38.71869764138588,279.2925493725262,0
desktop,firefox,email,65.70008866315482,277.5750438203247,0
tablet,firefox,email,75.71238239772094,212.37339829350864,0
tablet,safari,organic,19.01258976890813,272.32480245474983,0
desktop,firefox,organic,33.25960843959675,289.23805436495167,0
desktop,firefox,paid,10.879584638095485,239.55595818582344,0
desktop,chrome,paid,60.22084642482034,125.31083203828713,0
mobile,firefox,organic,80.09376958208561,147.551365067853,0
mobile,edge,organic,61.083865658493366,279.72079142820155,0
mobile,edge,social,17.9783830977044,202.65238220603953,1
tablet,chrome,social,54.63684910261374,247.10471854992173,0
desktop,safari,paid,83.49341485264097,39.253640544898246,0
tablet,chrome,social,30.27247960782191,62.20091745174003,0
mobile,safari,organic,83.26515022526404,106.51199786027581,0
desktop,safari,paid,78.4623283769988,60.530993390067984,0
tablet,safari,email,2.174080783667487,272.40719407220433,0
desktop,safari,email,23.945481408550194,68.98271136425414,0
tablet,safari,organic,54.29424057977258,169.36919572749633,0
desktop,chrome,social,71.76173700192592,30.208891694095723,0
mobile,safari,email,88.05305256528293,50.713744724541264,0
mobile,firefox,social,64.10423182678943,77.98746481650545,0
desktop,firefox,email,38.03441712495391,294.9535534378939,1
tablet,safari,social,18.462720673731535,240.13380831615407,0
mobile,firefox,email,76.00358554624314,203.69874233702285,0
mobile,edge,email,20.67815593241201,275.29728523569156,0
mobile,chrome,paid,69.54305214682498,287.08155451344635,0
desktop,chrome,paid,18.12116173712074,138.80400971223102,0
desktop,safari,organic,9.105385030946444,101.66838758557526,0
tablet,safari,email,25.11002237065345,98.01802142201089,0
tablet,edge,social,28.492980552511426,15.540085114027315,0
tablet,safari,email,64.72091344949101,87.49323764926967,0
desktop,firefox,social,16.088336774205892,109.73856032215446,1
desktop,edge,social,93.03069129868882,15.885157637376418,0
tablet,firefox,email,55.43616863422734,265.36842060757425,0
tablet,chrome,social,49.09317308164655,255.11773706092438,0
desktop,firefox,organic,43.46945143083677,79.19277138064884,0
tablet,chrome,paid,56.6601346950191,241.7548755913277,0
mobile,firefox,social,2.2446967161782294,239.88250432910573,0
desktop,chrome,email,99.00863745790825,103.8287641218399,0
tablet,safari,paid,55.7524376194266,210.6350713961728,0
desktop,firefox,organic,3.519500214017779,90.50806221888966,0
mobile,chrome,social,58.99776046995998,25.73148958687148,1
desktop,firefox,social,43.70787582896788,153.9153610090487,0
desktop,edge,paid,2.403769666640887,134.30647705932248,0
desktop,safari,social,92.4428752157473,45.75510978321679,0
desktop,chrome,email,1.056687207381335,149.7132344120749,0
mobile,edge,paid,57.78716768778214,285.0658449982903,1
desktop,firefox,paid,96.17907476262239,220.7609784207934,0
desktop,edge,social,23.7604496983026,222.96733143400925,0
tablet,firefox,organic,25.417907424359665,228.47748454927563,0
desktop,safari,organic,0.04231285601523638,224.66697314422098,0
tablet,edge,organic,6.63511719879809,10.870923443178988,0
mobile,safari,organic,4.488841157708812,277.78382602970987,1
mobile,chrome,paid,82.26562836884254,249.89064050943813,0
mobile,firefox,paid,83.6737569944919,86.00092519273579,0
mobile,firefox,social,72.67000841845227,168.05933392680592,0
tablet,safari,organic,35.27450125170921,186.42674933618432,0
desktop,safari,organic,82.12544498888423,43.92378358929229,1
mobile,chrome,social,53.9774520242882,79.9191961728526,0
desktop,edge,social,30.431027647992327,11.858878408824854,0
tablet,firefox,social,43.72767691143904,259.86575741600825,0
tablet,firefox,email,6.576776983457567,12.346995575129128,0
tablet,chrome,social,94.49086867499136,99.01527216895576,0
mobile,chrome,social,61.911641735184006,28.082715419135816,0
desktop,safari,email,73.12341449305728,235.5147482204604,0
desktop,safari,organic,67.65833704198766,277.8699180560004,0
desktop,edge,paid,66.77499845209806,171.03060784624876,0
tablet,chrome,organic,1.726098549724009,46.17221110595489,0
mobile,edge,paid,52.53712797848466,169.65745319439995,1
tablet,chrome,paid,82.17102286255341,232.2506656385402,0
tablet,firefox,social,4.451885141159995,216.93278054175866,0
desktop,chrome,social,95.61656838882706,223.80710673063376,0
tablet,chrome,email,42.41596830059892,87.35628355327592,0
desktop,firefox,organic,28.989549205137124,26.752569162351467,0
mobile,chrome,organic,53.18213616419428,48.944273371792804,1
desktop,edge,paid,80.12141878430363,286.8744130982875,0
mobile,safari,social,47.47550617686376,185.98662619331444,0
desktop,safari,social,64.51056765863919,219.73038372985803,0
tablet,edge,organic,49.99143878668599,270.2240545752787,0
tablet,firefox,email,63.12722566411592,256.56259713263114,0
mobile,chrome,social,13.803091519663656,69.42854566714011,0
mobile,edge,email,3.8663386178099945,22.12771315958234,0
mobile,safari,organic,13.690140569739274,277.91281925472026,0
desktop,safari,organic,28.583814466392877,294.5921463281383,0
desktop,edge,email,25.335606244810684,172.36653708662269,0
mobile,safari,social,61.51753496606469,267.07856487714497,0
tablet,edge,organic,45.58894241342409,73.38573466585224,0
desktop,safari,paid,3.881198102684702,37.75641785400614,0
desktop,edge,organic,3.4865906317025575,152.44599653548215,0
desktop,chrome,social,9.058800212066576,244.29910874771687,0
mobile,chrome,paid,35.3081157400866,198.12281885589806,1
mobile,chrome,organic,0.618295096372945,193.00944960241077,0
mobile,chrome,social,49.398726543014035,10.150377926424017,1
mobile,safari,social,36.06696643093027,98.66040324770192,0
mobile,firefox,organic,55.54413024408264,282.151257024132,0
tablet,edge,social,72.08252280828007,44.61069415749242,0
tablet,firefox,email,25.09728154798544,219.2779538302105,0
mobile,safari,paid,15.70836476289097,228.99679037337316,0
desktop,safari,email,27.805355596338753,221.18580674172517,0
mobile,firefox,organic,0.17631819519055014,296.83904375955206,0
tablet,firefox,email,12.001295552578073,125.7164223488178,0
tablet,safari,organic,75.08303636863344,206.2470507016607,0
desktop,safari,organic,22.280684240028513,62.1282584482217,0
tablet,edge,social,99.42996338040386,122.91442518197094,0
mobile,chrome,social,16.783152136480915,150.01037771777231,0
desktop,chrome,organic,78.87717155654934,68.37412462450754,0
mobile,edge,paid,70.50444718255345,272.5091689958636,0
mobile,firefox,paid,32.21321428163076,216.2783599878719,0
desktop,safari,paid,33.073914356596525,88.70854158728595,0
mobile,firefox,email,56.355158096710454,44.812149592790306,0
tablet,chrome,organic,85.23740974825584,89.92086188463978,0
mobile,chrome,social,38.61869441194644,188.7806877617099,0
desktop,firefox,email,6.117988091840654,248.7905483015343,0
desktop,chrome,email,37.44191769022967,153.43463583127232,0
desktop,safari,social,20.73126732427414,35.23592868383164,0
mobile,edge,organic,93.92070170650175,78.54788559127162,0
desktop,firefox,email,69.72743463759475,106.81745621991794,1
desktop,safari,organic,5.083266421334864,192.66019484475288,1
mobile,safari,organic,29.298853726260642,77.7597957316942,0
tablet,chrome,organic,5.021596492080693,74.0088758328981,0
mobile,safari,social,83.0016670374786,89.4295512432523,0
desktop,firefox,organic,90.62964019071609,179.79606811379693,0
desktop,safari,email,11.227960583907437,150.32593376293931,0
mobile,edge,social,44.02900460086961,253.28260622422002,0
tablet,safari,social,93.18832818364258,210.8900327519273,0
desktop,safari,email,14.521168671467056,201.71245222711752,0
desktop,edge,social,29.190359065631487,50.621768291361015,0
desktop,safari,email,30.427465017265586,21.292200590594792,0
mobile,safari,paid,3.0058312201998505,155.44966504498512,0
